Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-kkga,randomiser-adb4,randomiser-qy4z,randomiser-96sz,branch-bacs,checkpoint-5mim,checkpoint-uuzu,checkpoint-dtit,checkpoint-5gp5,checkpoint-tv5u,checkpoint-pmrq,checkpoint-bic9,checkpoint-gmjm,checkpoint-tmgz,checkpoint-jyvi,checkpoint-as8d,checkpoint-5yxx,checkpoint-qb97,checkpoint-s95m,checkpoint-dk5r,checkpoint-htzq,checkpoint-vo3m,checkpoint-n7br,branch-h5d1,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display
2,1666789170183,26/10/2022 12:59:30,1666789170165,1,26/10/2022 13:59:30,99963,4,task-mqly,,24824750,5e32b953ce5a7228037db917,7330793,,complete,,63592f1f56deaf35255b3560,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1600x900,1600x757,rdk-bonus,consent-form-data,2,Team RDK,,rdk-bonus,,consented,,,,,,,,,,,,rdk-bonus,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,2603.2999999970198,,,,,0,1,0,,,,,,form
3,1666789170258,26/10/2022 12:59:30,1666789170167,1,26/10/2022 13:59:30,99963,4,task-mqly,,24824750,5e32b953ce5a7228037db917,7330793,,complete,,63592f1f56deaf35255b3560,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1600x900,1600x757,rdk-bonus,consent-form-data,2,Team RDK,,rdk-bonus,,consented,,,,,,,,,,,,rdk-bonus,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,2637,,,,,0,1,0,,,,,,
1,1666789205928,26/10/2022 13:00:05,1666789197005,1,26/10/2022 13:59:57,99963,4,task-mqly,,24824771,5edd0b4296c86008c3584a90,7330788,,complete,,63592f0c7eaf334fbb697ef9,computer,Desktop or Laptop,Windows 8.1,Chrome 106.0.0.0,1024x768,1024x625,rdk-finalfeed,consent-form-data,2,Team RDK,,rdk-finalfeedback,,consented,,,,,,,,,,,rdk-finalfeed,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666789212110,26/10/2022 13:00:12,1666789203231,1,26/10/2022 14:00:03,99963,4,task-mqly,,24824771,5edd0b4296c86008c3584a90,7330788,,complete,,63592f0c7eaf334fbb697ef9,computer,Desktop or Laptop,Windows 8.1,Chrome 106.0.0.0,1024x768,1024x625,rdk-finalfeed,consent-form-data,2,Team RDK,,rdk-finalfeedback,,consented,,,,,,,,,,,rdk-finalfeed,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,6122.5999999940395,,,,,0,1,0,,,,,,form
3,1666789212482,26/10/2022 13:00:12,1666789203236,1,26/10/2022 14:00:03,99963,4,task-mqly,,24824771,5edd0b4296c86008c3584a90,7330788,,complete,,63592f0c7eaf334fbb697ef9,computer,Desktop or Laptop,Windows 8.1,Chrome 106.0.0.0,1024x768,1024x625,rdk-finalfeed,consent-form-data,2,Team RDK,,rdk-finalfeedback,,consented,,,,,,,,,,,rdk-finalfeed,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,6231,,,,,0,1,0,,,,,,
1,1666789213878,26/10/2022 13:00:13,1666789214032,1,26/10/2022 14:00:14,99963,4,task-mqly,,24824778,62b447656327845c605becd9,7330795,,complete,,63592f3f4cc1b7e278611a1d,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1920x1080,1920x961,rdk-progress,consent-form-data,2,Team RDK,,rdk-progressbar,,consented,,,,,,,,rdk-progress,,,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666789226958,26/10/2022 13:00:26,1666789227161,1,26/10/2022 14:00:27,99963,4,task-mqly,,24824778,62b447656327845c605becd9,7330795,,complete,,63592f3f4cc1b7e278611a1d,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1920x1080,1920x961,rdk-progress,consent-form-data,2,Team RDK,,rdk-progressbar,,consented,,,,,,,,rdk-progress,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,13104.399999999907,,,,,0,1,0,,,,,,form
3,1666789227023,26/10/2022 13:00:27,1666789227164,1,26/10/2022 14:00:27,99963,4,task-mqly,,24824778,62b447656327845c605becd9,7330795,,complete,,63592f3f4cc1b7e278611a1d,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1920x1080,1920x961,rdk-progress,consent-form-data,2,Team RDK,,rdk-progressbar,,consented,,,,,,,,rdk-progress,,,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,13132,,,,,0,1,0,,,,,,
1,1666789238541,26/10/2022 13:00:38,1666789238440,1,26/10/2022 14:00:38,99963,4,task-mqly,,24824801,5d040f952e5b3f00193f9867,7330802,,complete,,63592f62158d51c3304628aa,computer,Desktop or Laptop,Windows 10,Edge 104.0.1293.91,1920x1080,1920x937,str-finalfeed,consent-form-data,2,Team Stroop,stroop-finalfeedback,,,consented,,,,,str-finalfeed,,,,,,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666789240250,26/10/2022 13:00:40,1666789240192,1,26/10/2022 14:00:40,99963,4,task-mqly,,24824801,5d040f952e5b3f00193f9867,7330802,,complete,,63592f62158d51c3304628aa,computer,Desktop or Laptop,Windows 10,Edge 104.0.1293.91,1920x1080,1920x937,str-finalfeed,consent-form-data,2,Team Stroop,stroop-finalfeedback,,,consented,,,,,str-finalfeed,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,1701.2000000029802,,,,,0,1,0,,,,,,form
3,1666789240324,26/10/2022 13:00:40,1666789240196,1,26/10/2022 14:00:40,99963,4,task-mqly,,24824801,5d040f952e5b3f00193f9867,7330802,,complete,,63592f62158d51c3304628aa,computer,Desktop or Laptop,Windows 10,Edge 104.0.1293.91,1920x1080,1920x937,str-finalfeed,consent-form-data,2,Team Stroop,stroop-finalfeedback,,,consented,,,,,str-finalfeed,,,,,,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,1756,,,,,0,1,0,,,,,,
1,1666789239627,26/10/2022 13:00:39,1666789239514,1,26/10/2022 14:00:39,99963,4,task-mqly,,24824802,5f589f712846f801d01d2895,7330798,,complete,,63592f50cfecbb6fd6afe315,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x577,rdk-vanilla,consent-form-data,2,Team RDK,,rdk-vanilla,,consented,,,,,,,rdk-vanilla,,,,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666789242660,26/10/2022 13:00:42,1666789242584,1,26/10/2022 14:00:42,99963,4,task-mqly,,24824802,5f589f712846f801d01d2895,7330798,,complete,,63592f50cfecbb6fd6afe315,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x577,rdk-vanilla,consent-form-data,2,Team RDK,,rdk-vanilla,,consented,,,,,,,rdk-vanilla,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,3046.5,,,,,0,1,0,,,,,,form
3,1666789242795,26/10/2022 13:00:42,1666789242587,1,26/10/2022 14:00:42,99963,4,task-mqly,,24824802,5f589f712846f801d01d2895,7330798,,complete,,63592f50cfecbb6fd6afe315,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x577,rdk-vanilla,consent-form-data,2,Team RDK,,rdk-vanilla,,consented,,,,,,,rdk-vanilla,,,,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,3074,,,,,0,1,0,,,,,,
1,1666789244962,26/10/2022 13:00:44,1666789244663,1,26/10/2022 14:00:44,99963,4,task-mqly,,24824806,5ff99be1e9ac6228eb548b78,7330801,,complete,,63592f538205578adb43b194,computer,Desktop or Laptop,Windows 10,Opera 91.0.4516.77,1536x864,1322x736,urn-progress,consent-form-data,2,Team Bandit,,,bandit-progressbar,consented,,,,,,,,,,,,,,urn-progress,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666789252667,26/10/2022 13:00:52,1666789252361,1,26/10/2022 14:00:52,99963,4,task-mqly,,24824806,5ff99be1e9ac6228eb548b78,7330801,,complete,,63592f538205578adb43b194,computer,Desktop or Laptop,Windows 10,Opera 91.0.4516.77,1536x864,1322x736,urn-progress,consent-form-data,2,Team Bandit,,,bandit-progressbar,consented,,,,,,,,,,,,,,urn-progress,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,7630.600000143051,,,,,0,1,0,,,,,,form
3,1666789252740,26/10/2022 13:00:52,1666789252364,1,26/10/2022 14:00:52,99963,4,task-mqly,,24824806,5ff99be1e9ac6228eb548b78,7330801,,complete,,63592f538205578adb43b194,computer,Desktop or Laptop,Windows 10,Opera 91.0.4516.77,1536x864,1322x736,urn-progress,consent-form-data,2,Team Bandit,,,bandit-progressbar,consented,,,,,,,,,,,,,,urn-progress,,,,,consented,Spreadsheet1,,,END TASK,,,,,7702,,,,,0,1,0,,,,,,
1,1666789249966,26/10/2022 13:00:49,1666789247378,1,26/10/2022 14:00:47,99963,4,task-mqly,,24824810,5ea2d7ffa288a5046841a874,7330803,,complete,,63592f6026d278f13a0d0a6a,computer,Desktop or Laptop,Windows 10,Firefox 106.0,1536x864,1536x703,str-bonus,consent-form-data,2,Team Stroop,stroop-bonus,,,consented,,,,,,str-bonus,,,,,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666789255176,26/10/2022 13:00:55,1666789252635,1,26/10/2022 14:00:52,99963,4,task-mqly,,24824810,5ea2d7ffa288a5046841a874,7330803,,complete,,63592f6026d278f13a0d0a6a,computer,Desktop or Laptop,Windows 10,Firefox 106.0,1536x864,1536x703,str-bonus,consent-form-data,2,Team Stroop,stroop-bonus,,,consented,,,,,,str-bonus,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,5202,,,,,0,1,0,,,,,,form
3,1666789255501,26/10/2022 13:00:55,1666789252643,1,26/10/2022 14:00:52,99963,4,task-mqly,,24824810,5ea2d7ffa288a5046841a874,7330803,,complete,,63592f6026d278f13a0d0a6a,computer,Desktop or Laptop,Windows 10,Firefox 106.0,1536x864,1536x703,str-bonus,consent-form-data,2,Team Stroop,stroop-bonus,,,consented,,,,,,str-bonus,,,,,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,5265,,,,,0,1,0,,,,,,
1,1666789269617,26/10/2022 13:01:09,1666789268866,1,26/10/2022 14:01:08,99963,4,task-mqly,,24824827,622a29743b7c0ca5eee56e24,7330810,,complete,,63592f82f95352969bd743cb,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1707x960,1707x809,urn-posneg,consent-form-data,2,Team Bandit,,,bandit-posnegfeedback,consented,,,,,,,,,,,,,,,,urn-posneg,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666789276424,26/10/2022 13:01:16,1666789275703,1,26/10/2022 14:01:15,99963,4,task-mqly,,24824827,622a29743b7c0ca5eee56e24,7330810,,complete,,63592f82f95352969bd743cb,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1707x960,1707x809,urn-posneg,consent-form-data,2,Team Bandit,,,bandit-posnegfeedback,consented,,,,,,,,,,,,,,,,urn-posneg,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,6821.699999988079,,,,,0,1,0,,,,,,form
3,1666789276479,26/10/2022 13:01:16,1666789275706,1,26/10/2022 14:01:15,99963,4,task-mqly,,24824827,622a29743b7c0ca5eee56e24,7330810,,complete,,63592f82f95352969bd743cb,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1707x960,1707x809,urn-posneg,consent-form-data,2,Team Bandit,,,bandit-posnegfeedback,consented,,,,,,,,,,,,,,,,urn-posneg,,,consented,Spreadsheet1,,,END TASK,,,,,6840,,,,,0,1,0,,,,,,
1,1666789271869,26/10/2022 13:01:11,1666789271220,1,26/10/2022 14:01:11,99963,4,task-mqly,,24824830,5c4dae9a889752000156b1db,7330800,,complete,,63592f5d81a2c9b0a54fc39e,computer,Desktop or Laptop,Chromium OS 14989.107.0,Chrome 105.0.0.0,1366x768,1366x617,str-posneg,consent-form-data,2,Team Stroop,stroop-posnegfeedback,,,consented,,,,str-posneg,,,,,,,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666789292068,26/10/2022 13:01:32,1666789291376,1,26/10/2022 14:01:31,99963,4,task-mqly,,24824830,5c4dae9a889752000156b1db,7330800,,complete,,63592f5d81a2c9b0a54fc39e,computer,Desktop or Laptop,Chromium OS 14989.107.0,Chrome 105.0.0.0,1366x768,1366x617,str-posneg,consent-form-data,2,Team Stroop,stroop-posnegfeedback,,,consented,,,,str-posneg,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,20080.600000000093,,,,,0,1,0,,,,,,form
3,1666789292165,26/10/2022 13:01:32,1666789291382,1,26/10/2022 14:01:31,99963,4,task-mqly,,24824830,5c4dae9a889752000156b1db,7330800,,complete,,63592f5d81a2c9b0a54fc39e,computer,Desktop or Laptop,Chromium OS 14989.107.0,Chrome 105.0.0.0,1366x768,1366x617,str-posneg,consent-form-data,2,Team Stroop,stroop-posnegfeedback,,,consented,,,,str-posneg,,,,,,,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,20162,,,,,0,1,0,,,,,,
1,1666789273497,26/10/2022 13:01:13,1666789272656,1,26/10/2022 14:01:12,99963,4,task-mqly,,24824835,62e2cb3ff90d947940a4ff6d,7330811,,complete,,63592f8b3c02eac0dc51983a,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1920x1080,1920x937,str-progress,consent-form-data,2,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666789279981,26/10/2022 13:01:19,1666789279188,1,26/10/2022 14:01:19,99963,4,task-mqly,,24824835,62e2cb3ff90d947940a4ff6d,7330811,,complete,,63592f8b3c02eac0dc51983a,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1920x1080,1920x937,str-progress,consent-form-data,2,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,6455.0999999996275,,,,,0,1,0,,,,,,form
3,1666789280036,26/10/2022 13:01:20,1666789279192,1,26/10/2022 14:01:19,99963,4,task-mqly,,24824835,62e2cb3ff90d947940a4ff6d,7330811,,complete,,63592f8b3c02eac0dc51983a,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1920x1080,1920x937,str-progress,consent-form-data,2,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,6536,,,,,0,1,0,,,,,,
1,1666789274506,26/10/2022 13:01:14,1666789271907,1,26/10/2022 14:01:11,99963,4,task-mqly,,24824837,5cd54e60b7928300012a005c,7330813,,complete,,63592f8e51fd47ff35446eb6,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1920x1080,1920x937,str-posneg,consent-form-data,2,Team Stroop,stroop-posnegfeedback,,,consented,,,,str-posneg,,,,,,,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666789276628,26/10/2022 13:01:16,1666789274072,1,26/10/2022 14:01:14,99963,4,task-mqly,,24824837,5cd54e60b7928300012a005c,7330813,,complete,,63592f8e51fd47ff35446eb6,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1920x1080,1920x937,str-posneg,consent-form-data,2,Team Stroop,stroop-posnegfeedback,,,consented,,,,str-posneg,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,2115.39999999851,,,,,0,1,0,,,,,,form
3,1666789276709,26/10/2022 13:01:16,1666789274076,1,26/10/2022 14:01:14,99963,4,task-mqly,,24824837,5cd54e60b7928300012a005c,7330813,,complete,,63592f8e51fd47ff35446eb6,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1920x1080,1920x937,str-posneg,consent-form-data,2,Team Stroop,stroop-posnegfeedback,,,consented,,,,str-posneg,,,,,,,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,2169,,,,,0,1,0,,,,,,
1,1666789277950,26/10/2022 13:01:17,1666789277748,1,26/10/2022 14:01:17,99963,4,task-mqly,,24824841,5bf587d07b47600001769ac4,7330815,,complete,,63592f62584051e1e76edcbd,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1366x768,1366x625,rdk-posneg,consent-form-data,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,rdk-posneg,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666789280029,26/10/2022 13:01:20,1666789280018,1,26/10/2022 14:01:20,99963,4,task-mqly,,24824841,5bf587d07b47600001769ac4,7330815,,complete,,63592f62584051e1e76edcbd,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1366x768,1366x625,rdk-posneg,consent-form-data,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,rdk-posneg,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,2186.5,,,,,0,1,0,,,,,,form
3,1666789280104,26/10/2022 13:01:20,1666789280023,1,26/10/2022 14:01:20,99963,4,task-mqly,,24824841,5bf587d07b47600001769ac4,7330815,,complete,,63592f62584051e1e76edcbd,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1366x768,1366x625,rdk-posneg,consent-form-data,2,Team RDK,,rdk-posnegfeedback,,consented,,,,,,,,,,rdk-posneg,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,2275,,,,,0,1,0,,,,,,
1,1666789285118,26/10/2022 13:01:25,1666789285078,1,26/10/2022 14:01:25,99963,4,task-mqly,,24824855,60e87f56849a0832f5df0ce9,7330817,,complete,,63592f8c3f5dc48b3d909942,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x1024,1280x881,urn-vanilla,consent-form-data,2,Team Bandit,,,bandit-vanilla,consented,,,,,,,,,,,,,urn-vanilla,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666789288554,26/10/2022 13:01:28,1666789288535,1,26/10/2022 14:01:28,99963,4,task-mqly,,24824855,60e87f56849a0832f5df0ce9,7330817,,complete,,63592f8c3f5dc48b3d909942,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x1024,1280x881,urn-vanilla,consent-form-data,2,Team Bandit,,,bandit-vanilla,consented,,,,,,,,,,,,,urn-vanilla,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,3422.2999999988824,,,,,0,1,0,,,,,,form
3,1666789288603,26/10/2022 13:01:28,1666789288538,1,26/10/2022 14:01:28,99963,4,task-mqly,,24824855,60e87f56849a0832f5df0ce9,7330817,,complete,,63592f8c3f5dc48b3d909942,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x1024,1280x881,urn-vanilla,consent-form-data,2,Team Bandit,,,bandit-vanilla,consented,,,,,,,,,,,,,urn-vanilla,,,,,,consented,Spreadsheet1,,,END TASK,,,,,3461,,,,,0,1,0,,,,,,
1,1666789288304,26/10/2022 13:01:28,1666789287548,1,26/10/2022 14:01:27,99963,4,task-mqly,,24824859,5ddc561ea1679a000e75f05c,7330814,,complete,,63592e70d868cf8a254fc401,computer,Desktop or Laptop,Mac OS 10.12,Firefox 106.0,1440x900,1413x764,str-posneg,consent-form-data,2,Team Stroop,stroop-posnegfeedback,,,consented,,,,str-posneg,,,,,,,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666789291014,26/10/2022 13:01:31,1666789290302,1,26/10/2022 14:01:30,99963,4,task-mqly,,24824859,5ddc561ea1679a000e75f05c,7330814,,complete,,63592e70d868cf8a254fc401,computer,Desktop or Laptop,Mac OS 10.12,Firefox 106.0,1440x900,1413x764,str-posneg,consent-form-data,2,Team Stroop,stroop-posnegfeedback,,,consented,,,,str-posneg,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,2728,,,,,0,1,0,,,,,,form
3,1666789291178,26/10/2022 13:01:31,1666789290305,1,26/10/2022 14:01:30,99963,4,task-mqly,,24824859,5ddc561ea1679a000e75f05c,7330814,,complete,,63592e70d868cf8a254fc401,computer,Desktop or Laptop,Mac OS 10.12,Firefox 106.0,1440x900,1413x764,str-posneg,consent-form-data,2,Team Stroop,stroop-posnegfeedback,,,consented,,,,str-posneg,,,,,,,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,2757,,,,,0,1,0,,,,,,
1,1666789290254,26/10/2022 13:01:30,1666789289381,1,26/10/2022 14:01:29,99963,4,task-mqly,,24824862,5aafe2a9fb22320001babb3a,7330819,,complete,,63592f9b7cd6afb8d46119b2,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1366x768,1366x657,urn-posneg,consent-form-data,2,Team Bandit,,,bandit-posnegfeedback,consented,,,,,,,,,,,,,,,,urn-posneg,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666789292123,26/10/2022 13:01:32,1666789291318,1,26/10/2022 14:01:31,99963,4,task-mqly,,24824862,5aafe2a9fb22320001babb3a,7330819,,complete,,63592f9b7cd6afb8d46119b2,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1366x768,1366x657,urn-posneg,consent-form-data,2,Team Bandit,,,bandit-posnegfeedback,consented,,,,,,,,,,,,,,,,urn-posneg,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,1834.2999999821186,,,,,0,1,0,,,,,,form
3,1666789292225,26/10/2022 13:01:32,1666789291322,1,26/10/2022 14:01:31,99963,4,task-mqly,,24824862,5aafe2a9fb22320001babb3a,7330819,,complete,,63592f9b7cd6afb8d46119b2,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1366x768,1366x657,urn-posneg,consent-form-data,2,Team Bandit,,,bandit-posnegfeedback,consented,,,,,,,,,,,,,,,,urn-posneg,,,consented,Spreadsheet1,,,END TASK,,,,,1942,,,,,0,1,0,,,,,,
1,1666789314128,26/10/2022 13:01:54,1666789314059,1,26/10/2022 14:01:54,99963,4,task-mqly,,24824886,629750cb139217e17938e260,7330823,,complete,,63592fb419dd623c70278d2b,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1600x900,1600x789,urn-bonus,consent-form-data,2,Team Bandit,,,bandit-bonus,consented,,,,,,,,,,,,,,,,,,urn-bonus,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666789317755,26/10/2022 13:01:57,1666789317716,1,26/10/2022 14:01:57,99963,4,task-mqly,,24824886,629750cb139217e17938e260,7330823,,complete,,63592fb419dd623c70278d2b,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1600x900,1600x789,urn-bonus,consent-form-data,2,Team Bandit,,,bandit-bonus,consented,,,,,,,,,,,,,,,,,,urn-bonus,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,3586.2000000476837,,,,,0,1,0,,,,,,form
3,1666789317798,26/10/2022 13:01:57,1666789317719,1,26/10/2022 14:01:57,99963,4,task-mqly,,24824886,629750cb139217e17938e260,7330823,,complete,,63592fb419dd623c70278d2b,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1600x900,1600x789,urn-bonus,consent-form-data,2,Team Bandit,,,bandit-bonus,consented,,,,,,,,,,,,,,,,,,urn-bonus,consented,Spreadsheet1,,,END TASK,,,,,3660,,,,,0,1,0,,,,,,
1,1666789315107,26/10/2022 13:01:55,1666789315054,1,26/10/2022 14:01:55,99963,4,task-mqly,,24824887,5d1bcfd2e24a990001f327a3,7330821,,complete,,63592fa48cb94b5706970d9a,computer,Desktop or Laptop,Linux x86_64,Firefox 106.0,1920x1080,1920x898,str-posneg,consent-form-data,2,Team Stroop,stroop-posnegfeedback,,,consented,,,,str-posneg,,,,,,,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666789329282,26/10/2022 13:02:09,1666789329244,1,26/10/2022 14:02:09,99963,4,task-mqly,,24824887,5d1bcfd2e24a990001f327a3,7330821,,complete,,63592fa48cb94b5706970d9a,computer,Desktop or Laptop,Linux x86_64,Firefox 106.0,1920x1080,1920x898,str-posneg,consent-form-data,2,Team Stroop,stroop-posnegfeedback,,,consented,,,,str-posneg,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,14156,,,,,0,1,0,,,,,,form
3,1666789329357,26/10/2022 13:02:09,1666789329250,1,26/10/2022 14:02:09,99963,4,task-mqly,,24824887,5d1bcfd2e24a990001f327a3,7330821,,complete,,63592fa48cb94b5706970d9a,computer,Desktop or Laptop,Linux x86_64,Firefox 106.0,1920x1080,1920x898,str-posneg,consent-form-data,2,Team Stroop,stroop-posnegfeedback,,,consented,,,,str-posneg,,,,,,,,,,,,,,,consented,Spreadsheet1,,,END TASK,,,,,14196,,,,,0,1,0,,,,,,
1,1666789320346,26/10/2022 13:02:00,1666789320213,1,26/10/2022 14:02:00,99963,4,task-mqly,,24824891,5a58ec22acc75b00017a3ce8,7330816,,complete,,63592f8a080aa52f5f4d00b9,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1366x768,1366x625,str-posneg,consent-form-data,2,Team Stroop,stroop-posnegfeedback,,,consented,,,,str-posneg,,,,,,,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1666789349629,26/10/2022 13:02:29,1666789349404,1,26/10/2022 14:02:29,99963,4,task-mqly,,24824891,5a58ec22acc75b00017a3ce8,7330816,,complete,,63592f8a080aa52f5f4d00b9,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1366x768,1366x625,str-posneg,consent-form-data,2,Team Stroop,stroop-posnegfeedback,,,consented,,,,str-posneg,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,continueButton,continue_button,29117.200000047684,,,,,0,1,0,,,,,,form
