Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-kkga,randomiser-adb4,randomiser-qy4z,randomiser-96sz,branch-bacs,checkpoint-5mim,checkpoint-uuzu,checkpoint-dtit,checkpoint-ly9c,checkpoint-5gp5,checkpoint-tv5u,checkpoint-pmrq,checkpoint-bic9,checkpoint-gmjm,checkpoint-tmgz,checkpoint-46o1,checkpoint-jyvi,checkpoint-as8d,checkpoint-5yxx,checkpoint-qb97,checkpoint-s95m,checkpoint-dk5r,checkpoint-kcb8,checkpoint-htzq,checkpoint-vo3m,checkpoint-n7br,branch-h5d1,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,Stimulus,Answer,ShowProgressBar,ShowProgressBar1
44,1670773041595,11/12/2022 15:37:21,1670773044876,0,11/12/2022 15:37:24,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,79,3,3,fixation,fixation,timelimit_screen,500.00999999999476,,,,,0,1,0,,,1,4,5,trials,coherence-80-ll.mp4,left,1,
45,1670773044325,11/12/2022 15:37:24,1670773047599,0,11/12/2022 15:37:27,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,77,4,1,trial,responseA,response_keyboard,2697.8499999968335,,,up,1,0,1,0,,,,4,5,trials,coherence-20-ll.mp4,left,1,
46,1670773044808,11/12/2022 15:37:24,1670773048093,0,11/12/2022 15:37:28,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,77,4,3,fixation,fixation,timelimit_screen,500.01000000000204,,,,,0,1,0,,,1,4,5,trials,coherence-20-ll.mp4,left,1,
47,1670773045392,11/12/2022 15:37:25,1670773048677,0,11/12/2022 15:37:28,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,82,5,1,trial,responseB,response_keyboard,565.614999999525,,,right,1,1,0,0,,,,4,5,trials,coherence-40-rr.mp4,right,1,
48,1670773045891,11/12/2022 15:37:25,1670773049160,0,11/12/2022 15:37:29,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,82,5,3,fixation,fixation,timelimit_screen,500.3929999999964,,,,,0,1,0,,,1,4,5,trials,coherence-40-rr.mp4,right,1,
49,1670773047453,11/12/2022 15:37:27,1670773050718,0,11/12/2022 15:37:30,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,72,6,1,trial,responseA,response_keyboard,1536.6500000018277,,,up,1,1,0,0,,,,4,5,trials,coherence-10-uu.mp4,up,1,
50,1670773047946,11/12/2022 15:37:27,1670773051210,0,11/12/2022 15:37:31,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,72,6,3,fixation,fixation,timelimit_screen,500.00999999999476,,,,,0,1,0,,,1,4,5,trials,coherence-10-uu.mp4,up,1,
51,1670773048697,11/12/2022 15:37:28,1670773051964,0,11/12/2022 15:37:31,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,70,7,1,trial,responseA,response_keyboard,731.4949999999953,,,down,1,1,0,0,,,,4,5,trials,coherence-40-dd.mp4,down,1,
52,1670773049183,11/12/2022 15:37:29,1670773052461,0,11/12/2022 15:37:32,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,70,7,3,fixation,fixation,timelimit_screen,500.01000000000204,,,,,0,1,0,,,1,4,5,trials,coherence-40-dd.mp4,down,1,
53,1670773051358,11/12/2022 15:37:31,1670773054641,0,11/12/2022 15:37:34,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,80,8,1,trial,responseA,response_keyboard,2156.6149999998743,,,up,1,0,1,0,,,,4,5,trials,coherence-10-rr.mp4,right,1,
54,1670773051860,11/12/2022 15:37:31,1670773055126,0,11/12/2022 15:37:35,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,80,8,3,fixation,fixation,timelimit_screen,500.01000000000204,,,,,0,1,0,,,1,4,5,trials,coherence-10-rr.mp4,right,1,
55,1670773053021,11/12/2022 15:37:33,1670773056283,0,11/12/2022 15:37:36,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,74,9,1,trial,responseA,response_keyboard,1131.8800000008196,,,up,1,1,0,0,,,,4,5,trials,coherence-40-uu.mp4,up,1,
56,1670773053514,11/12/2022 15:37:33,1670773056778,0,11/12/2022 15:37:36,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,74,9,3,fixation,fixation,timelimit_screen,500.01000000000204,,,,,0,1,0,,,1,4,5,trials,coherence-40-uu.mp4,up,1,
57,1670773054856,11/12/2022 15:37:34,1670773058129,0,11/12/2022 15:37:38,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,73,10,1,trial,responseA,response_keyboard,1326.90499999444,,,up,1,1,0,0,,,,4,5,trials,coherence-20-uu.mp4,up,1,
58,1670773055345,11/12/2022 15:37:35,1670773058628,0,11/12/2022 15:37:38,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,73,10,3,fixation,fixation,timelimit_screen,500.0100000000093,,,,,0,1,0,,,1,4,5,trials,coherence-20-uu.mp4,up,1,
59,1670773058863,11/12/2022 15:37:38,1670773062141,0,11/12/2022 15:37:42,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,68,11,1,trial,responseB,response_keyboard,3488.470000003872,,,left,1,0,1,0,,,,4,5,trials,coherence-10-dd.mp4,down,1,
60,1670773059341,11/12/2022 15:37:39,1670773062629,0,11/12/2022 15:37:42,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,68,11,3,fixation,fixation,timelimit_screen,500.0100000000093,,,,,0,1,0,,,1,4,5,trials,coherence-10-dd.mp4,down,1,
61,1670773060700,11/12/2022 15:37:40,1670773063974,0,11/12/2022 15:37:43,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,81,12,1,trial,responseB,response_keyboard,1322.1300000004703,,,right,1,1,0,0,,,,4,5,trials,coherence-20-rr.mp4,right,1,
62,1670773061178,11/12/2022 15:37:41,1670773064462,0,11/12/2022 15:37:44,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,81,12,3,fixation,fixation,timelimit_screen,500.00999999999476,,,,,0,1,0,,,1,4,5,trials,coherence-20-rr.mp4,right,1,
63,1670773063469,11/12/2022 15:37:43,1670773066744,0,11/12/2022 15:37:46,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,78,13,1,trial,responseB,response_keyboard,2260.3500000041095,,,left,1,1,0,0,,,,4,5,trials,coherence-40-ll.mp4,left,1,
64,1670773063945,11/12/2022 15:37:43,1670773067229,0,11/12/2022 15:37:47,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,78,13,3,fixation,fixation,timelimit_screen,500.00999999999476,,,,,0,1,0,,,1,4,5,trials,coherence-40-ll.mp4,left,1,
65,1670773064755,11/12/2022 15:37:44,1670773068034,0,11/12/2022 15:37:48,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,83,14,1,trial,responseB,response_keyboard,782.1299999995972,,,right,1,1,0,0,,,,4,5,trials,coherence-80-rr.mp4,right,1,
66,1670773065260,11/12/2022 15:37:45,1670773068529,0,11/12/2022 15:37:48,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,83,14,3,fixation,fixation,timelimit_screen,500.0100000000093,,,,,0,1,0,,,1,4,5,trials,coherence-80-rr.mp4,right,1,
67,1670773065992,11/12/2022 15:37:45,1670773069267,0,11/12/2022 15:37:49,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,75,15,1,trial,responseA,response_keyboard,713.0500000057509,,,up,1,1,0,0,,,,4,5,trials,coherence-80-uu.mp4,up,1,
68,1670773066489,11/12/2022 15:37:46,1670773069763,0,11/12/2022 15:37:49,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,75,15,3,fixation,fixation,timelimit_screen,500.00999999999476,,,,,0,1,0,,,1,4,5,trials,coherence-80-uu.mp4,up,1,
69,1670773070250,11/12/2022 15:37:50,1670773073533,0,11/12/2022 15:37:53,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,76,16,1,trial,responseB,response_keyboard,3740.525000001071,,,right,1,0,1,0,,,,4,5,trials,coherence-10-ll.mp4,left,1,
70,1670773070763,11/12/2022 15:37:50,1670773074030,0,11/12/2022 15:37:54,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,76,16,3,fixation,fixation,timelimit_screen,500.0100000000093,,,,,0,1,0,,,1,4,5,trials,coherence-10-ll.mp4,left,1,
71,1670773071923,11/12/2022 15:37:51,1670773075190,0,11/12/2022 15:37:55,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,22,17,1,trial,responseA,response_keyboard,1136.8150000052992,,,down,1,1,0,0,,,,1,2,trials,coherence-40-dd.mp4,down,1,
72,1670773072406,11/12/2022 15:37:52,1670773075681,0,11/12/2022 15:37:55,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,22,17,3,fixation,fixation,timelimit_screen,500.0100000000093,,,,,0,1,0,,,1,1,2,trials,coherence-40-dd.mp4,down,1,
73,1670773074198,11/12/2022 15:37:54,1670773077460,0,11/12/2022 15:37:57,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,32,18,1,trial,responseA,response_keyboard,1757.9949999999371,,,down,1,0,1,0,,,,1,2,trials,coherence-10-rr.mp4,right,1,
74,1670773074671,11/12/2022 15:37:54,1670773077947,0,11/12/2022 15:37:57,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,32,18,3,fixation,fixation,timelimit_screen,500.0100000000093,,,,,0,1,0,,,1,1,2,trials,coherence-10-rr.mp4,right,1,
75,1670773077182,11/12/2022 15:37:57,1670773080458,0,11/12/2022 15:38:00,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,24,19,1,trial,responseA,response_keyboard,2487.424999999348,,,up,1,1,0,0,,,,1,2,trials,coherence-10-uu.mp4,up,1,
76,1670773077670,11/12/2022 15:37:57,1670773080948,0,11/12/2022 15:38:00,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,24,19,3,fixation,fixation,timelimit_screen,500.00999999999476,,,,,0,1,0,,,1,1,2,trials,coherence-10-uu.mp4,up,1,
77,1670773078540,11/12/2022 15:37:58,1670773081818,0,11/12/2022 15:38:01,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,26,20,1,trial,responseA,response_keyboard,840.649999998277,,,up,1,1,0,0,,,,1,2,trials,coherence-40-uu.mp4,up,1,
78,1670773079028,11/12/2022 15:37:59,1670773082314,0,11/12/2022 15:38:02,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,26,20,3,fixation,fixation,timelimit_screen,500.00999999999476,,,,,0,1,0,,,1,1,2,trials,coherence-40-uu.mp4,up,1,
79,1670773079949,11/12/2022 15:37:59,1670773083222,0,11/12/2022 15:38:03,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,25,21,1,trial,responseA,response_keyboard,886.2999999983003,,,up,1,1,0,0,,,,1,2,trials,coherence-20-uu.mp4,up,1,
80,1670773080430,11/12/2022 15:38:00,1670773083715,0,11/12/2022 15:38:03,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,25,21,3,fixation,fixation,timelimit_screen,500.0100000000093,,,,,0,1,0,,,1,1,2,trials,coherence-20-uu.mp4,up,1,
81,1670773082274,11/12/2022 15:38:02,1670773085551,0,11/12/2022 15:38:05,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,21,22,1,trial,responseA,response_keyboard,1805.8000000019092,,,down,1,1,0,0,,,,1,2,trials,coherence-20-dd.mp4,down,1,
82,1670773082784,11/12/2022 15:38:02,1670773086049,0,11/12/2022 15:38:06,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,21,22,3,fixation,fixation,timelimit_screen,500.00999999999476,,,,,0,1,0,,,1,1,2,trials,coherence-20-dd.mp4,down,1,
83,1670773083590,11/12/2022 15:38:03,1670773086877,0,11/12/2022 15:38:06,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,23,23,1,trial,responseA,response_keyboard,806.3400000028196,,,down,1,1,0,0,,,,1,2,trials,coherence-80-dd.mp4,down,1,
84,1670773084094,11/12/2022 15:38:04,1670773087365,0,11/12/2022 15:38:07,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,23,23,3,fixation,fixation,timelimit_screen,500.00999999999476,,,,,0,1,0,,,1,1,2,trials,coherence-80-dd.mp4,down,1,
85,1670773084660,11/12/2022 15:38:04,1670773087937,0,11/12/2022 15:38:07,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,35,24,1,trial,responseB,response_keyboard,549.4299999991199,,,right,1,1,0,0,,,,1,2,trials,coherence-80-rr.mp4,right,1,
86,1670773085162,11/12/2022 15:38:05,1670773088431,0,11/12/2022 15:38:08,96489,6,task-sks3,,25860412,5f5e33a37fa7566accb4e6ac,7647689,,complete,,6395f8d8d31b204937141c4d,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 87.0.4280.141,1440x900,1440x900,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,35,24,3,fixation,fixation,timelimit_screen,500.0100000000093,,,,,0,1,0,,,1,1,2,trials,coherence-80-rr.mp4,right,1,
