Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-kkga,randomiser-adb4,randomiser-qy4z,randomiser-96sz,branch-bacs,checkpoint-5mim,checkpoint-uuzu,checkpoint-dtit,checkpoint-ly9c,checkpoint-5gp5,checkpoint-tv5u,checkpoint-pmrq,checkpoint-bic9,checkpoint-gmjm,checkpoint-tmgz,checkpoint-46o1,checkpoint-jyvi,checkpoint-as8d,checkpoint-5yxx,checkpoint-qb97,checkpoint-s95m,checkpoint-dk5r,checkpoint-kcb8,checkpoint-htzq,checkpoint-vo3m,checkpoint-n7br,branch-h5d1,Randomise questionnaire elements?,Question Key,Response
4,1670773647417,11/12/2022 15:47:27,1670773647276,0,11/12/2022 15:47:27,96489,6,questionnaire-vwo4,,25860685,600ffd5dc1152022c18f4093,7647703,,complete,,6395f99ea5ad0fc36e592c73,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1280x720,1249x589,rdk-finalfeed,debriefing,4,Team RDK,,rdk-finalfeedback,,consented,,,,,,,,,,,,,rdk-finalfeed,,,,,,,,,consented,No,END QUESTIONNAIRE,16809
1,1670773633542,11/12/2022 15:47:13,1670773634564,0,11/12/2022 15:47:14,96489,6,questionnaire-vwo4,,25860687,631f2e1c4ea62c7851ba9e62,7647713,,complete,,6395f9f821a98cd0c6414bb9,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x947,urn-vanilla,debriefing,4,Team Bandit,,,bandit-vanilla,consented,,,,,,,,,,,,,,,urn-vanilla,,,,,,,consented,No,BEGIN QUESTIONNAIRE,
2,1670773640419,11/12/2022 15:47:20,1670773641482,0,11/12/2022 15:47:21,96489,6,questionnaire-vwo4,,25860687,631f2e1c4ea62c7851ba9e62,7647713,,complete,,6395f9f821a98cd0c6414bb9,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x947,urn-vanilla,debriefing,4,Team Bandit,,,bandit-vanilla,consented,,,,,,,,,,,,,,,urn-vanilla,,,,,,,consented,No,engagement-value,1
3,1670773640482,11/12/2022 15:47:20,1670773641483,0,11/12/2022 15:47:21,96489,6,questionnaire-vwo4,,25860687,631f2e1c4ea62c7851ba9e62,7647713,,complete,,6395f9f821a98cd0c6414bb9,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x947,urn-vanilla,debriefing,4,Team Bandit,,,bandit-vanilla,consented,,,,,,,,,,,,,,,urn-vanilla,,,,,,,consented,No,response_comment,
4,1670773640482,11/12/2022 15:47:20,1670773641483,0,11/12/2022 15:47:21,96489,6,questionnaire-vwo4,,25860687,631f2e1c4ea62c7851ba9e62,7647713,,complete,,6395f9f821a98cd0c6414bb9,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1920x1080,1920x947,urn-vanilla,debriefing,4,Team Bandit,,,bandit-vanilla,consented,,,,,,,,,,,,,,,urn-vanilla,,,,,,,consented,No,END QUESTIONNAIRE,6919
1,1670773635453,11/12/2022 15:47:15,1670773629334,0,11/12/2022 15:47:09,96489,6,questionnaire-vwo4,,25860689,5af7027fc13ab20001737328,7647696,,complete,,6395f90b647267e2cb2f18bc,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x754,str-eyes,debriefing,4,Team Stroop,stroop-eyes,,,consented,,,str-eyes,,,,,,,,,,,,,,,,,,,consented,No,BEGIN QUESTIONNAIRE,
2,1670773640867,11/12/2022 15:47:20,1670773634651,0,11/12/2022 15:47:14,96489,6,questionnaire-vwo4,,25860689,5af7027fc13ab20001737328,7647696,,complete,,6395f90b647267e2cb2f18bc,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1519x754,str-eyes,debriefing,4,Team Stroop,stroop-eyes,,,consented,,,str-eyes,,,,,,,,,,,,,,,,,,,consented,No,engagement-value,1
3,1670773640917,11/12/2022 15:47:20,1670773634653,0,11/12/2022 15:47:14,96489,6,questionnaire-vwo4,,25860689,5af7027fc13ab20001737328,7647696,,complete,,6395f90b647267e2cb2f18bc,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1519x754,str-eyes,debriefing,4,Team Stroop,stroop-eyes,,,consented,,,str-eyes,,,,,,,,,,,,,,,,,,,consented,No,response_comment,
4,1670773640917,11/12/2022 15:47:20,1670773634655,0,11/12/2022 15:47:14,96489,6,questionnaire-vwo4,,25860689,5af7027fc13ab20001737328,7647696,,complete,,6395f90b647267e2cb2f18bc,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1519x754,str-eyes,debriefing,4,Team Stroop,stroop-eyes,,,consented,,,str-eyes,,,,,,,,,,,,,,,,,,,consented,No,END QUESTIONNAIRE,5321
1,1670773725189,11/12/2022 15:48:45,1670773725000,0,11/12/2022 15:48:45,96489,6,questionnaire-vwo4,,25860757,5de8e0ac9ba3e8000a970881,7647718,,complete,,6395fa48beb4a3fbf2354f13,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.1,1440x900,1440x900,urn-bonus,debriefing,4,Team Bandit,,,bandit-bonus,consented,,,,,,,,,,,,,,,,,,,,,urn-bonus,consented,No,BEGIN QUESTIONNAIRE,
