Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-kkga,randomiser-adb4,randomiser-qy4z,randomiser-96sz,branch-bacs,checkpoint-5mim,checkpoint-uuzu,checkpoint-dtit,checkpoint-ly9c,checkpoint-5gp5,checkpoint-tv5u,checkpoint-pmrq,checkpoint-bic9,checkpoint-gmjm,checkpoint-tmgz,checkpoint-46o1,checkpoint-jyvi,checkpoint-as8d,checkpoint-5yxx,checkpoint-qb97,checkpoint-s95m,checkpoint-dk5r,checkpoint-kcb8,checkpoint-htzq,checkpoint-vo3m,checkpoint-n7br,branch-h5d1,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,Stimulus,Answer,ShowProgressBar,ShowProgressBar1,ANSWER,Left,Right,Up,Down
1,1670773158118,11/12/2022 15:39:18,1670773158231,0,11/12/2022 15:39:18,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x760,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,
2,1670773160723,11/12/2022 15:39:20,1670773160740,0,11/12/2022 15:39:20,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x760,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,2470.2999999998137,,,,,0,1,0,,,,,,fullscreen,,,,,,,,,
3,1670773160791,11/12/2022 15:39:20,1670773160757,0,11/12/2022 15:39:20,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x760,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,fixation,timelimit_screen,20.820000000000164,,,,,0,1,0,,,1,,,fullscreen,,,,,,,,,
4,1670773189225,11/12/2022 15:39:49,1670773189381,0,11/12/2022 15:39:49,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,advancementZone,continue_keyboard,28576.89999999944,,,,,0,1,0,,,,,,instructions,BlueGreenRedYellow.png,,,,,,,,
5,1670773198994,11/12/2022 15:39:58,1670773199134,0,11/12/2022 15:39:59,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,7,1,1,Screen 2,responseB,response_keyboard,9691.199999999255,,,Green,1,1,0,0,,,,,1,practise trials,GREENyellow.jpg,Green,,1,,Red,Yellow,Blue,Green
6,1670773200424,11/12/2022 15:40:00,1670773200555,0,11/12/2022 15:40:00,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,5,2,1,Screen 2,responseA,response_keyboard,1200.0999999996275,,,Yellow,1,1,0,0,,,,,1,practise trials,YELLOWblue.jpg,Yellow,,1,,Red,Yellow,Blue,Green
7,1670773201606,11/12/2022 15:40:01,1670773201759,0,11/12/2022 15:40:01,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,10,3,1,Screen 2,responseA,response_keyboard,970.6000000005588,,,Red,1,1,0,0,,,,,1,practise trials,REDblue.jpg,Red,,1,,Red,Yellow,Blue,Green
8,1670773203230,11/12/2022 15:40:03,1670773203376,0,11/12/2022 15:40:03,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,17,4,1,Screen 2,responseB,response_keyboard,1378.7999999998137,,,Green,1,0,1,0,,,,,1,practise trials,REDgreen.jpg,Red,,1,,Red,Yellow,Blue,Green
9,1670773204787,11/12/2022 15:40:04,1670773204945,0,11/12/2022 15:40:04,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,9,5,1,Screen 2,responseA,response_keyboard,1346.2999999998137,,,Yellow,1,1,0,0,,,,,1,practise trials,YELLOWred.jpg,Yellow,,1,,Red,Yellow,Blue,Green
10,1670773206787,11/12/2022 15:40:06,1670773206945,0,11/12/2022 15:40:06,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,11,6,1,Screen 2,responseB,response_keyboard,1762.9000000003725,,,Green,1,1,0,0,,,,,1,practise trials,GREENblue.jpg,Green,,1,,Red,Yellow,Blue,Green
11,1670773208000,11/12/2022 15:40:08,1670773208157,0,11/12/2022 15:40:08,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,4,7,1,Screen 2,responseA,response_keyboard,976.2000000001863,,,Yellow,1,1,0,0,,,,,1,practise trials,YELLOWgreen.jpg,Yellow,,1,,Red,Yellow,Blue,Green
12,1670773209178,11/12/2022 15:40:09,1670773209338,0,11/12/2022 15:40:09,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,14,8,1,Screen 2,responseB,response_keyboard,949.7000000001863,,,Blue,1,1,0,0,,,,,1,practise trials,BLUEred.jpg,Blue,,1,,Red,Yellow,Blue,Green
13,1670773210136,11/12/2022 15:40:10,1670773210286,0,11/12/2022 15:40:10,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,15,9,1,Screen 2,responseB,response_keyboard,710.2999999998137,,,Blue,1,1,0,0,,,,,1,practise trials,BLUEgreen.jpg,Blue,,1,,Red,Yellow,Blue,Green
14,1670773211222,11/12/2022 15:40:11,1670773211376,0,11/12/2022 15:40:11,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,8,10,1,Screen 2,responseA,response_keyboard,862.0999999996275,,,Red,1,1,0,0,,,,,1,practise trials,REDyellow.jpg,Red,,1,,Red,Yellow,Blue,Green
15,1670773212217,11/12/2022 15:40:12,1670773212365,0,11/12/2022 15:40:12,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,18,11,1,Screen 2,responseB,response_keyboard,768.2000000001863,,,Blue,1,1,0,0,,,,,1,practise trials,BLUEblue.jpg,Blue,,1,,Red,Yellow,Blue,Green
16,1670773213413,11/12/2022 15:40:13,1670773213568,0,11/12/2022 15:40:13,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,12,12,1,Screen 2,responseB,response_keyboard,972.2999999998137,,,Green,1,1,0,0,,,,,1,practise trials,GREENred.jpg,Green,,1,,Red,Yellow,Blue,Green
17,1670773215830,11/12/2022 15:40:15,1670773215973,0,11/12/2022 15:40:15,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,16,13,1,Screen 2,responseA,response_keyboard,2167.7999999998137,,,Red,1,1,0,0,,,,,1,practise trials,REDred.jpg,Red,,1,,Red,Yellow,Blue,Green
18,1670773217453,11/12/2022 15:40:17,1670773217604,0,11/12/2022 15:40:17,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,13,14,1,Screen 2,responseB,response_keyboard,1408.0999999996275,,,Green,1,1,0,0,,,,,1,practise trials,GREENgreen.jpg,Green,,1,,Red,Yellow,Blue,Green
19,1670773218476,11/12/2022 15:40:18,1670773218615,0,11/12/2022 15:40:18,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,6,15,1,Screen 2,responseB,response_keyboard,765.8999999994412,,,Blue,1,1,0,0,,,,,1,practise trials,BLUEyellow.jpg,Blue,,1,,Red,Yellow,Blue,Green
20,1670773219307,11/12/2022 15:40:19,1670773219461,0,11/12/2022 15:40:19,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,3,16,1,Screen 2,responseA,response_keyboard,606.7000000001863,,,Yellow,1,1,0,0,,,,,1,practise trials,YELLOWyellow.jpg,Yellow,,1,,Red,Yellow,Blue,Green
21,1670773221431,11/12/2022 15:40:21,1670773221587,0,11/12/2022 15:40:21,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,19,1,1,Screen 1,advancementZone,continue_keyboard,1915.5,,,,,0,1,0,,,,,,ready,,,,,,,,,
22,1670773221930,11/12/2022 15:40:21,1670773222081,0,11/12/2022 15:40:22,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,19,1,2,Screen 2,fixation,timelimit_screen,499.88500000000204,,,,,0,1,0,,,1,,,ready,,,,,,,,,
23,1670773223230,11/12/2022 15:40:23,1670773223389,0,11/12/2022 15:40:23,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,154,1,1,trial,responseA,response_keyboard,1270.7999999998137,,,Yellow,1,1,0,0,,,,9,10,trials,YELLOWred.jpg,Yellow,1,,,Red,Yellow,Blue,Green
24,1670773223721,11/12/2022 15:40:23,1670773223871,0,11/12/2022 15:40:23,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,154,1,3,fixation,fixation,timelimit_screen,499.9850000000006,,,,,0,1,0,,,1,9,10,trials,YELLOWred.jpg,Yellow,1,,,Red,Yellow,Blue,Green
25,1670773224851,11/12/2022 15:40:24,1670773225006,0,11/12/2022 15:40:25,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,157,2,1,trial,responseB,response_keyboard,1098,,,Green,1,1,0,0,,,,9,10,trials,GREENred.jpg,Green,1,,,Red,Yellow,Blue,Green
26,1670773225341,11/12/2022 15:40:25,1670773225497,0,11/12/2022 15:40:25,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,157,2,3,fixation,fixation,timelimit_screen,500.0899999999965,,,,,0,1,0,,,1,9,10,trials,GREENred.jpg,Green,1,,,Red,Yellow,Blue,Green
27,1670773226216,11/12/2022 15:40:26,1670773226307,0,11/12/2022 15:40:26,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,148,3,1,trial,responseA,response_keyboard,774.5,,,Yellow,1,1,0,0,,,,9,10,trials,YELLOWyellow.jpg,Yellow,1,,,Red,Yellow,Blue,Green
28,1670773226658,11/12/2022 15:40:26,1670773226789,0,11/12/2022 15:40:26,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,148,3,3,fixation,fixation,timelimit_screen,499.98799999999756,,,,,0,1,0,,,1,9,10,trials,YELLOWyellow.jpg,Yellow,1,,,Red,Yellow,Blue,Green
29,1670773228253,11/12/2022 15:40:28,1670773228406,0,11/12/2022 15:40:28,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,150,4,1,trial,responseA,response_keyboard,1579.2999999998137,,,Yellow,1,1,0,0,,,,9,10,trials,YELLOWblue.jpg,Yellow,1,,,Red,Yellow,Blue,Green
30,1670773228743,11/12/2022 15:40:28,1670773228892,0,11/12/2022 15:40:28,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,150,4,3,fixation,fixation,timelimit_screen,500.05100000000675,,,,,0,1,0,,,1,9,10,trials,YELLOWblue.jpg,Yellow,1,,,Red,Yellow,Blue,Green
31,1670773229718,11/12/2022 15:40:29,1670773229874,0,11/12/2022 15:40:29,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,156,5,1,trial,responseB,response_keyboard,946.4000000003725,,,Green,1,1,0,0,,,,9,10,trials,GREENblue.jpg,Green,1,,,Red,Yellow,Blue,Green
32,1670773230547,11/12/2022 15:40:30,1670773230371,0,11/12/2022 15:40:30,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,156,5,3,fixation,fixation,timelimit_screen,499.7890000000043,,,,,0,1,0,,,1,9,10,trials,GREENblue.jpg,Green,1,,,Red,Yellow,Blue,Green
33,1670773230932,11/12/2022 15:40:30,1670773231089,0,11/12/2022 15:40:31,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,163,6,1,trial,responseB,response_keyboard,682.8999999994412,,,Blue,1,1,0,0,,,,9,10,trials,BLUEblue.jpg,Blue,1,,,Red,Yellow,Blue,Green
34,1670773231419,11/12/2022 15:40:31,1670773231580,0,11/12/2022 15:40:31,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,163,6,3,fixation,fixation,timelimit_screen,500.04499999999825,,,,,0,1,0,,,1,9,10,trials,BLUEblue.jpg,Blue,1,,,Red,Yellow,Blue,Green
35,1670773232457,11/12/2022 15:40:32,1670773232479,0,11/12/2022 15:40:32,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,153,7,1,trial,responseA,response_keyboard,861.4000000003725,,,Red,1,1,0,0,,,,9,10,trials,REDyellow.jpg,Red,1,,,Red,Yellow,Blue,Green
36,1670773232827,11/12/2022 15:40:32,1670773232976,0,11/12/2022 15:40:32,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,153,7,3,fixation,fixation,timelimit_screen,500.03800000000047,,,,,0,1,0,,,1,9,10,trials,REDyellow.jpg,Red,1,,,Red,Yellow,Blue,Green
37,1670773233919,11/12/2022 15:40:33,1670773234078,0,11/12/2022 15:40:34,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,149,8,1,trial,responseA,response_keyboard,1068.199999999255,,,Yellow,1,1,0,0,,,,9,10,trials,YELLOWgreen.jpg,Yellow,1,,,Red,Yellow,Blue,Green
38,1670773234396,11/12/2022 15:40:34,1670773234559,0,11/12/2022 15:40:34,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,149,8,3,fixation,fixation,timelimit_screen,500.1180000000022,,,,,0,1,0,,,1,9,10,trials,YELLOWgreen.jpg,Yellow,1,,,Red,Yellow,Blue,Green
39,1670773235228,11/12/2022 15:40:35,1670773235380,0,11/12/2022 15:40:35,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,161,9,1,trial,responseA,response_keyboard,786.2000000001863,,,Red,1,1,0,0,,,,9,10,trials,REDred.jpg,Red,1,,,Red,Yellow,Blue,Green
40,1670773235795,11/12/2022 15:40:35,1670773235871,0,11/12/2022 15:40:35,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,161,9,3,fixation,fixation,timelimit_screen,500.1350000000093,,,,,0,1,0,,,1,9,10,trials,REDred.jpg,Red,1,,,Red,Yellow,Blue,Green
41,1670773236465,11/12/2022 15:40:36,1670773236616,0,11/12/2022 15:40:36,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,159,10,1,trial,responseB,response_keyboard,708.4000000003725,,,Blue,1,1,0,0,,,,9,10,trials,BLUEred.jpg,Blue,1,,,Red,Yellow,Blue,Green
42,1670773236939,11/12/2022 15:40:36,1670773237100,0,11/12/2022 15:40:37,96489,6,task-lupf,,25860467,60fc06c83eede1b960123e4a,7647701,,complete,,6395f96f25a6ee22cfd43a47,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1536x864,1536x864,str-progress,stroop-7-progressbar,3,Team Stroop,stroop-progressbar,,,consented,,str-progress,,,,,,,,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,159,10,3,fixation,fixation,timelimit_screen,499.84500000000116,,,,,0,1,0,,,1,9,10,trials,BLUEred.jpg,Blue,1,,,Red,Yellow,Blue,Green
