Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-kkga,randomiser-adb4,randomiser-qy4z,randomiser-96sz,branch-bacs,checkpoint-5mim,checkpoint-uuzu,checkpoint-dtit,checkpoint-ly9c,checkpoint-5gp5,checkpoint-tv5u,checkpoint-pmrq,checkpoint-bic9,checkpoint-gmjm,checkpoint-tmgz,checkpoint-46o1,checkpoint-jyvi,checkpoint-as8d,checkpoint-5yxx,checkpoint-qb97,checkpoint-s95m,checkpoint-dk5r,checkpoint-kcb8,checkpoint-htzq,checkpoint-vo3m,checkpoint-n7br,branch-h5d1,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,Stimulus,Answer
1,1670773370322,11/12/2022 15:42:50,1670773379048,0,11/12/2022 15:42:59,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1237x569,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1670773380479,11/12/2022 15:43:00,1670773389156,0,11/12/2022 15:43:09,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1237x569,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,9882.5,,,,,0,1,0,,,,,,fullscreen,,
3,1670773380727,11/12/2022 15:43:00,1670773389213,0,11/12/2022 15:43:09,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1237x569,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,fixation,timelimit_screen,16.682999999999083,,,,,0,1,0,,,1,,,fullscreen,,
4,1670773412650,11/12/2022 15:43:32,1670773421359,0,11/12/2022 15:43:41,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,advancementZone,continue_keyboard,31970.89999961853,,,,,0,1,0,,,,,,instructions,,
5,1670773415646,11/12/2022 15:43:35,1670773424357,0,11/12/2022 15:43:44,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,18,1,1,Screen 2,responseB,response_keyboard,2940.0999999046326,,,right,1,1,0,0,,,,,1,practise trials,coherence-90-rr.mp4,right
6,1670773416224,11/12/2022 15:43:36,1670773425032,0,11/12/2022 15:43:45,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,18,1,3,fixation,fixation,timelimit_screen,499.5370000000039,,,,,0,1,0,,,1,,1,practise trials,coherence-90-rr.mp4,right
7,1670773420582,11/12/2022 15:43:40,1670773429032,0,11/12/2022 15:43:49,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,5,2,1,Screen 2,Zone3,timelimit_screen,3996.298999999999,,,,,0,1,0,,,1,,1,practise trials,coherence-30-dd.mp4,down
8,1670773423321,11/12/2022 15:43:43,1670773432026,0,11/12/2022 15:43:52,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,5,2,2,timeout,advancementZone,timelimit_screen,2997.1540000000023,,,,,0,1,0,,,1,,1,practise trials,coherence-30-dd.mp4,down
9,1670773423714,11/12/2022 15:43:43,1670773432525,0,11/12/2022 15:43:52,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,5,2,3,fixation,fixation,timelimit_screen,499.5369999999966,,,,,0,1,0,,,1,,1,practise trials,coherence-30-dd.mp4,down
10,1670773425281,11/12/2022 15:43:45,1670773434080,0,11/12/2022 15:43:54,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,3,3,1,Screen 2,responseA,response_keyboard,1517.5,,,down,1,1,0,0,,,,,1,practise trials,coherence-70-dd.mp4,down
11,1670773425958,11/12/2022 15:43:45,1670773434758,0,11/12/2022 15:43:54,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,3,3,3,fixation,fixation,timelimit_screen,499.5219999999972,,,,,0,1,0,,,1,,1,practise trials,coherence-70-dd.mp4,down
12,1670773427855,11/12/2022 15:43:47,1670773436663,0,11/12/2022 15:43:56,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,15,4,1,Screen 2,responseB,response_keyboard,1863.4000000953674,,,right,1,1,0,0,,,,,1,practise trials,coherence-70-rr.mp4,right
13,1670773428573,11/12/2022 15:43:48,1670773437339,0,11/12/2022 15:43:57,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,15,4,3,fixation,fixation,timelimit_screen,499.56299999999464,,,,,0,1,0,,,1,,1,practise trials,coherence-70-rr.mp4,right
14,1670773429960,11/12/2022 15:43:49,1670773438768,0,11/12/2022 15:43:58,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,7,5,1,Screen 2,responseA,response_keyboard,1398.0999999046326,,,up,1,1,0,0,,,,,1,practise trials,coherence-70-uu.mp4,up
15,1670773430655,11/12/2022 15:43:50,1670773439454,0,11/12/2022 15:43:59,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,7,5,3,fixation,fixation,timelimit_screen,499.4599999999991,,,,,0,1,0,,,1,,1,practise trials,coherence-70-uu.mp4,up
16,1670773432346,11/12/2022 15:43:52,1670773441158,0,11/12/2022 15:44:01,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,12,6,1,Screen 2,responseB,response_keyboard,1670,,,left,1,1,0,0,,,,,1,practise trials,coherence-50-ll.mp4,left
17,1670773433165,11/12/2022 15:43:53,1670773441835,0,11/12/2022 15:44:01,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,12,6,3,fixation,fixation,timelimit_screen,499.5570000000007,,,,,0,1,0,,,1,,1,practise trials,coherence-50-ll.mp4,left
18,1670773434391,11/12/2022 15:43:54,1670773443195,0,11/12/2022 15:44:03,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,14,7,1,Screen 2,responseB,response_keyboard,1323.5999999046326,,,left,1,1,0,0,,,,,1,practise trials,coherence-90-ll.mp4,left
19,1670773435070,11/12/2022 15:43:55,1670773443883,0,11/12/2022 15:44:03,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,14,7,3,fixation,fixation,timelimit_screen,499.5260000000053,,,,,0,1,0,,,1,,1,practise trials,coherence-90-ll.mp4,left
20,1670773437297,11/12/2022 15:43:57,1670773446105,0,11/12/2022 15:44:06,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,8,8,1,Screen 2,responseA,response_keyboard,2176.9000000953674,,,up,1,1,0,0,,,,,1,practise trials,coherence-50-uu.mp4,up
21,1670773437970,11/12/2022 15:43:57,1670773446781,0,11/12/2022 15:44:06,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,8,8,3,fixation,fixation,timelimit_screen,499.60199999999895,,,,,0,1,0,,,1,,1,practise trials,coherence-50-uu.mp4,up
22,1670773439385,11/12/2022 15:43:59,1670773448189,0,11/12/2022 15:44:08,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,11,9,1,Screen 2,responseB,response_keyboard,1376,,,left,1,1,0,0,,,,,1,practise trials,coherence-70-ll.mp4,left
23,1670773440067,11/12/2022 15:44:00,1670773448879,0,11/12/2022 15:44:08,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,11,9,3,fixation,fixation,timelimit_screen,499.51699999999255,,,,,0,1,0,,,1,,1,practise trials,coherence-70-ll.mp4,left
24,1670773441846,11/12/2022 15:44:01,1670773450660,0,11/12/2022 15:44:10,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,4,10,1,Screen 2,responseA,response_keyboard,1749.5,,,down,1,1,0,0,,,,,1,practise trials,coherence-50-dd.mp4,down
25,1670773442545,11/12/2022 15:44:02,1670773451344,0,11/12/2022 15:44:11,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,4,10,3,fixation,fixation,timelimit_screen,499.3909999999887,,,,,0,1,0,,,1,,1,practise trials,coherence-50-dd.mp4,down
26,1670773444283,11/12/2022 15:44:04,1670773453025,0,11/12/2022 15:44:13,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,17,11,1,Screen 2,responseB,response_keyboard,1633.7999997138977,,,right,1,1,0,0,,,,,1,practise trials,coherence-30-rr.mp4,right
27,1670773444909,11/12/2022 15:44:04,1670773453714,0,11/12/2022 15:44:13,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,17,11,3,fixation,fixation,timelimit_screen,499.3550000000105,,,,,0,1,0,,,1,,1,practise trials,coherence-30-rr.mp4,right
28,1670773446731,11/12/2022 15:44:06,1670773455532,0,11/12/2022 15:44:15,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,16,12,1,Screen 2,responseB,response_keyboard,1786.0999999046326,,,right,1,1,0,0,,,,,1,practise trials,coherence-50-rr.mp4,right
29,1670773447431,11/12/2022 15:44:07,1670773456226,0,11/12/2022 15:44:16,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,16,12,3,fixation,fixation,timelimit_screen,499.5069999999978,,,,,0,1,0,,,1,,1,practise trials,coherence-50-rr.mp4,right
30,1670773449428,11/12/2022 15:44:09,1670773457840,0,11/12/2022 15:44:17,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,10,13,1,Screen 2,responseA,response_keyboard,1541.1000003814697,,,up,1,1,0,0,,,,,1,practise trials,coherence-90-uu.mp4,up
31,1670773449715,11/12/2022 15:44:09,1670773458520,0,11/12/2022 15:44:18,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,10,13,3,fixation,fixation,timelimit_screen,499.7179999999935,,,,,0,1,0,,,1,,1,practise trials,coherence-90-uu.mp4,up
32,1670773451688,11/12/2022 15:44:11,1670773460482,0,11/12/2022 15:44:20,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,13,14,1,Screen 2,responseB,response_keyboard,1918.3000001907349,,,left,1,1,0,0,,,,,1,practise trials,coherence-30-ll.mp4,left
33,1670773452351,11/12/2022 15:44:12,1670773461156,0,11/12/2022 15:44:21,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,13,14,3,fixation,fixation,timelimit_screen,499.49199999999837,,,,,0,1,0,,,1,,1,practise trials,coherence-30-ll.mp4,left
34,1670773454625,11/12/2022 15:44:14,1670773463240,0,11/12/2022 15:44:23,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,9,15,1,Screen 2,responseA,response_keyboard,2053.2999997138977,,,up,1,1,0,0,,,,,1,practise trials,coherence-30-uu.mp4,up
35,1670773455137,11/12/2022 15:44:15,1670773463931,0,11/12/2022 15:44:23,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,9,15,3,fixation,fixation,timelimit_screen,499.48099999999977,,,,,0,1,0,,,1,,1,practise trials,coherence-30-uu.mp4,up
36,1670773456274,11/12/2022 15:44:16,1670773465086,0,11/12/2022 15:44:25,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,6,16,1,Screen 2,responseA,response_keyboard,1116.1000003814697,,,down,1,1,0,0,,,,,1,practise trials,coherence-90-dd.mp4,down
37,1670773456966,11/12/2022 15:44:16,1670773465763,0,11/12/2022 15:44:25,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,6,16,3,fixation,fixation,timelimit_screen,499.6229999999923,,,,,0,1,0,,,1,,1,practise trials,coherence-90-dd.mp4,down
38,1670773460099,11/12/2022 15:44:20,1670773468636,0,11/12/2022 15:44:28,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,19,1,1,Screen 1,advancementZone,continue_keyboard,2845.300000190735,,,,,0,1,0,,,,,,ready,,
39,1670773460326,11/12/2022 15:44:20,1670773469127,0,11/12/2022 15:44:29,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,19,1,2,Screen 2,fixation,timelimit_screen,499.5020000000077,,,,,0,1,0,,,1,,,ready,,
40,1670773461925,11/12/2022 15:44:21,1670773470733,0,11/12/2022 15:44:30,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,127,1,1,trial,responseB,response_keyboard,1583.3000001907349,,,left,1,1,0,0,,,,7,8,trials,coherence-80-ll.mp4,left
41,1670773462425,11/12/2022 15:44:22,1670773471224,0,11/12/2022 15:44:31,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,127,1,3,fixation,fixation,timelimit_screen,499.47699999999895,,,,,0,1,0,,,1,7,8,trials,coherence-80-ll.mp4,left
42,1670773463469,11/12/2022 15:44:23,1670773472224,0,11/12/2022 15:44:32,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,131,2,1,trial,responseB,response_keyboard,973.4000000953674,,,right,1,1,0,0,,,,7,8,trials,coherence-80-rr.mp4,right
43,1670773463893,11/12/2022 15:44:23,1670773472707,0,11/12/2022 15:44:32,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,131,2,3,fixation,fixation,timelimit_screen,499.7459999999992,,,,,0,1,0,,,1,7,8,trials,coherence-80-rr.mp4,right
44,1670773465301,11/12/2022 15:44:25,1670773474089,0,11/12/2022 15:44:34,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,121,3,1,trial,responseA,response_keyboard,1354.9000000953674,,,up,1,1,0,0,,,,7,8,trials,coherence-20-uu.mp4,up
