Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-kkga,randomiser-adb4,randomiser-qy4z,randomiser-96sz,branch-bacs,checkpoint-5mim,checkpoint-uuzu,checkpoint-dtit,checkpoint-ly9c,checkpoint-5gp5,checkpoint-tv5u,checkpoint-pmrq,checkpoint-bic9,checkpoint-gmjm,checkpoint-tmgz,checkpoint-46o1,checkpoint-jyvi,checkpoint-as8d,checkpoint-5yxx,checkpoint-qb97,checkpoint-s95m,checkpoint-dk5r,checkpoint-kcb8,checkpoint-htzq,checkpoint-vo3m,checkpoint-n7br,branch-h5d1,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,Stimulus,Answer
173,1670773598303,11/12/2022 15:46:38,1670773607099,0,11/12/2022 15:46:47,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,133,67,1,trial,responseB,response_keyboard,619.6000003814697,,,right,1,0,1,0,,,,8,9,trials,coherence-20-dd.mp4,down
174,1670773598796,11/12/2022 15:46:38,1670773607595,0,11/12/2022 15:46:47,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,133,67,3,fixation,fixation,timelimit_screen,499.5220000000263,,,,,0,1,0,,,1,8,9,trials,coherence-20-dd.mp4,down
175,1670773599962,11/12/2022 15:46:39,1670773608750,0,11/12/2022 15:46:48,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,144,68,1,trial,responseA,response_keyboard,1089.8000001907349,,,down,1,0,1,0,,,,8,9,trials,coherence-10-rr.mp4,right
176,1670773600444,11/12/2022 15:46:40,1670773609248,0,11/12/2022 15:46:49,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,144,68,3,fixation,fixation,timelimit_screen,499.41300000000047,,,,,0,1,0,,,1,8,9,trials,coherence-10-rr.mp4,right
177,1670773601147,11/12/2022 15:46:41,1670773609943,0,11/12/2022 15:46:49,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,143,69,1,trial,responseB,response_keyboard,618.5,,,left,1,1,0,0,,,,8,9,trials,coherence-80-ll.mp4,left
178,1670773601638,11/12/2022 15:46:41,1670773610435,0,11/12/2022 15:46:50,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,143,69,3,fixation,fixation,timelimit_screen,499.5460000000021,,,,,0,1,0,,,1,8,9,trials,coherence-80-ll.mp4,left
179,1670773602863,11/12/2022 15:46:42,1670773611668,0,11/12/2022 15:46:51,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,136,70,1,trial,responseA,response_keyboard,1189.7000002861023,,,up,1,1,0,0,,,,8,9,trials,coherence-10-uu.mp4,up
180,1670773604887,11/12/2022 15:46:44,1670773612155,0,11/12/2022 15:46:52,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,136,70,3,fixation,fixation,timelimit_screen,499.43799999999464,,,,,0,1,0,,,1,8,9,trials,coherence-10-uu.mp4,up
181,1670773605317,11/12/2022 15:46:45,1670773614116,0,11/12/2022 15:46:54,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,145,71,1,trial,responseA,response_keyboard,1893.7000002861023,,,down,1,0,1,0,,,,8,9,trials,coherence-20-rr.mp4,right
182,1670773605808,11/12/2022 15:46:45,1670773614604,0,11/12/2022 15:46:54,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,145,71,3,fixation,fixation,timelimit_screen,499.42800000001444,,,,,0,1,0,,,1,8,9,trials,coherence-20-rr.mp4,right
183,1670773606877,11/12/2022 15:46:46,1670773615672,0,11/12/2022 15:46:55,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,146,72,1,trial,responseB,response_keyboard,1026.7000002861023,,,right,1,1,0,0,,,,8,9,trials,coherence-40-rr.mp4,right
184,1670773607357,11/12/2022 15:46:47,1670773616164,0,11/12/2022 15:46:56,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,146,72,3,fixation,fixation,timelimit_screen,499.5370000000112,,,,,0,1,0,,,1,8,9,trials,coherence-40-rr.mp4,right
185,1670773608289,11/12/2022 15:46:48,1670773617086,0,11/12/2022 15:46:57,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,147,73,1,trial,responseB,response_keyboard,878.7000002861023,,,right,1,1,0,0,,,,8,9,trials,coherence-80-rr.mp4,right
186,1670773608771,11/12/2022 15:46:48,1670773617565,0,11/12/2022 15:46:57,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,147,73,3,fixation,fixation,timelimit_screen,499.5359999999928,,,,,0,1,0,,,1,8,9,trials,coherence-80-rr.mp4,right
187,1670773610076,11/12/2022 15:46:50,1670773618869,0,11/12/2022 15:46:58,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,138,74,1,trial,responseA,response_keyboard,1255.8000001907349,,,up,1,1,0,0,,,,8,9,trials,coherence-40-uu.mp4,up
188,1670773610558,11/12/2022 15:46:50,1670773619364,0,11/12/2022 15:46:59,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,138,74,3,fixation,fixation,timelimit_screen,499.40099999998347,,,,,0,1,0,,,1,8,9,trials,coherence-40-uu.mp4,up
189,1670773611622,11/12/2022 15:46:51,1670773620425,0,11/12/2022 15:47:00,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,135,75,1,trial,responseA,response_keyboard,995,,,down,1,1,0,0,,,,8,9,trials,coherence-80-dd.mp4,down
190,1670773612102,11/12/2022 15:46:52,1670773620913,0,11/12/2022 15:47:00,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,135,75,3,fixation,fixation,timelimit_screen,499.5460000000021,,,,,0,1,0,,,1,8,9,trials,coherence-80-dd.mp4,down
191,1670773612941,11/12/2022 15:46:52,1670773621749,0,11/12/2022 15:47:01,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,142,76,1,trial,responseB,response_keyboard,768.7999997138977,,,left,1,1,0,0,,,,8,9,trials,coherence-40-ll.mp4,left
192,1670773613692,11/12/2022 15:46:53,1670773622242,0,11/12/2022 15:47:02,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,142,76,3,fixation,fixation,timelimit_screen,499.5370000000112,,,,,0,1,0,,,1,8,9,trials,coherence-40-ll.mp4,left
193,1670773615254,11/12/2022 15:46:55,1670773624053,0,11/12/2022 15:47:04,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,140,77,1,trial,responseB,response_keyboard,1784.3999996185303,,,right,1,0,1,0,,,,8,9,trials,coherence-10-ll.mp4,left
194,1670773615737,11/12/2022 15:46:55,1670773624544,0,11/12/2022 15:47:04,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,140,77,3,fixation,fixation,timelimit_screen,498.67599999997765,,,,,0,1,0,,,1,8,9,trials,coherence-10-ll.mp4,left
195,1670773617131,11/12/2022 15:46:57,1670773625932,0,11/12/2022 15:47:05,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,134,78,1,trial,responseB,response_keyboard,1333,,,left,1,0,1,0,,,,8,9,trials,coherence-40-dd.mp4,down
196,1670773617616,11/12/2022 15:46:57,1670773626424,0,11/12/2022 15:47:06,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,134,78,3,fixation,fixation,timelimit_screen,499.56200000000536,,,,,0,1,0,,,1,8,9,trials,coherence-40-dd.mp4,down
197,1670773618483,11/12/2022 15:46:58,1670773627281,0,11/12/2022 15:47:07,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,139,79,1,trial,responseA,response_keyboard,788.9000000953674,,,up,1,1,0,0,,,,8,9,trials,coherence-80-uu.mp4,up
198,1670773618981,11/12/2022 15:46:58,1670773627774,0,11/12/2022 15:47:07,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,139,79,3,fixation,fixation,timelimit_screen,499.5109999999986,,,,,0,1,0,,,1,8,9,trials,coherence-80-uu.mp4,up
199,1670773620768,11/12/2022 15:47:00,1670773629560,0,11/12/2022 15:47:09,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,132,80,1,trial,responseA,response_keyboard,1734.8999996185303,,,up,1,0,1,0,,,,8,9,trials,coherence-10-dd.mp4,down
200,1670773621268,11/12/2022 15:47:01,1670773630055,0,11/12/2022 15:47:10,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,132,80,3,fixation,fixation,timelimit_screen,499.53100000001723,,,,,0,1,0,,,1,8,9,trials,coherence-10-dd.mp4,down
201,1670773622236,11/12/2022 15:47:02,1670773631032,0,11/12/2022 15:47:11,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,52,81,1,trial,responseA,response_keyboard,935.2000002861023,,,up,1,0,1,0,,,,3,4,trials,coherence-10-dd.mp4,down
202,1670773622717,11/12/2022 15:47:02,1670773631514,0,11/12/2022 15:47:11,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,52,81,3,fixation,fixation,timelimit_screen,499.5359999999928,,,,,0,1,0,,,1,3,4,trials,coherence-10-dd.mp4,down
203,1670773625704,11/12/2022 15:47:05,1670773634345,0,11/12/2022 15:47:14,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,60,82,1,trial,responseB,response_keyboard,2763.199999809265,,,left,1,1,0,0,,,,3,4,trials,coherence-10-ll.mp4,left
204,1670773626022,11/12/2022 15:47:06,1670773634816,0,11/12/2022 15:47:14,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,60,82,3,fixation,fixation,timelimit_screen,499.5319999999774,,,,,0,1,0,,,1,3,4,trials,coherence-10-ll.mp4,left
205,1670773627186,11/12/2022 15:47:07,1670773635996,0,11/12/2022 15:47:15,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,67,83,1,trial,responseB,response_keyboard,1130.0999999046326,,,right,1,1,0,0,,,,3,4,trials,coherence-80-rr.mp4,right
206,1670773627685,11/12/2022 15:47:07,1670773636484,0,11/12/2022 15:47:16,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,67,83,3,fixation,fixation,timelimit_screen,499.5340000000142,,,,,0,1,0,,,1,3,4,trials,coherence-80-rr.mp4,right
207,1670773630012,11/12/2022 15:47:10,1670773638811,0,11/12/2022 15:47:18,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,53,84,1,trial,responseA,response_keyboard,2262,,,down,1,1,0,0,,,,3,4,trials,coherence-20-dd.mp4,down
208,1670773630523,11/12/2022 15:47:10,1670773639312,0,11/12/2022 15:47:19,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,53,84,3,fixation,fixation,timelimit_screen,499.43799999999464,,,,,0,1,0,,,1,3,4,trials,coherence-20-dd.mp4,down
209,1670773631302,11/12/2022 15:47:11,1670773640089,0,11/12/2022 15:47:20,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,55,85,1,trial,responseA,response_keyboard,726.5999999046326,,,down,1,1,0,0,,,,3,4,trials,coherence-80-dd.mp4,down
210,1670773631783,11/12/2022 15:47:11,1670773640574,0,11/12/2022 15:47:20,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,55,85,3,fixation,fixation,timelimit_screen,499.51800000004005,,,,,0,1,0,,,1,3,4,trials,coherence-80-dd.mp4,down
211,1670773632607,11/12/2022 15:47:12,1670773641397,0,11/12/2022 15:47:21,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,57,86,1,trial,responseA,response_keyboard,757.3000001907349,,,up,1,1,0,0,,,,3,4,trials,coherence-20-uu.mp4,up
212,1670773633081,11/12/2022 15:47:13,1670773641874,0,11/12/2022 15:47:21,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,57,86,3,fixation,fixation,timelimit_screen,499.55200000002515,,,,,0,1,0,,,1,3,4,trials,coherence-20-uu.mp4,up
213,1670773634381,11/12/2022 15:47:14,1670773642742,0,11/12/2022 15:47:22,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,62,87,1,trial,responseB,response_keyboard,825.5,,,left,1,1,0,0,,,,3,4,trials,coherence-40-ll.mp4,left
214,1670773634575,11/12/2022 15:47:14,1670773643222,0,11/12/2022 15:47:23,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,62,87,3,fixation,fixation,timelimit_screen,499.4760000000242,,,,,0,1,0,,,1,3,4,trials,coherence-40-ll.mp4,left
215,1670773635380,11/12/2022 15:47:15,1670773644173,0,11/12/2022 15:47:24,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,66,88,1,trial,responseB,response_keyboard,930.3999996185303,,,right,1,1,0,0,,,,3,4,trials,coherence-40-rr.mp4,right
216,1670773635843,11/12/2022 15:47:15,1670773644654,0,11/12/2022 15:47:24,96489,6,task-zyvq,,25860571,6303dc7b9ea8978d975282e2,7647717,,complete,,6395f9c71e219d8fbb141c6a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x720,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,66,88,3,fixation,fixation,timelimit_screen,499.51899999997113,,,,,0,1,0,,,1,3,4,trials,coherence-40-rr.mp4,right
